position, SAT_01, SAT_02, SAT_03, SAT_04, SAT_103, SAT_104, SAT_105, SAT_106, SAT_201, SAT_202, SAT_203, SAT_204, SAT_205, SAT_206, SAT_207, SAT_208, SAT_209, SAT_210, SAT_211, SAT_212, SAT_213, SAT_214, SAT_215, SAT_216, SAT_217, SAT_218, SAT_219, SAT_220, SAT_221, SAT_222, SAT_223, SAT_224, SAT_300, SAT_301, SAT_302, SAT_303, SAT_400, SAT_401, SAT_402, SAT_403
42.5, -9.61386e-35, -9.61386e-35, -7.9081e-65, -7.9081e-65, -8.18384e-06, -8.18384e-06, -3.50277e-21, -3.50277e-21, 12.1087, 12.1087, 11.011, 11.011, -1.30057, -1.30057, 5.44161, 4.00864, -11.9337, 11.0719, -14.3333, -4.43115, -0.25609, -0.25609, 3.54883, 3.54883, 10.4191, 10.4191, 4.00864, 5.44161, 11.0719, -11.9337, -4.43115, -14.3333, 0, 0, 0, 0, 0, 0, 0, 0
43, -5.48904e-35, -5.48904e-35, -3.70126e-65, -3.70126e-65, -1.02361e-05, -1.02361e-05, -5.35585e-21, -5.35585e-21, 12.1821, 12.1821, 11.0508, 11.0508, -1.52478, -1.52478, 5.66749, 3.85734, -11.9368, 11.0431, -14.533, -4.51211, -0.313733, -0.313733, 3.73782, 3.73782, 10.1981, 10.1981, 3.85734, 5.66749, 11.0431, -11.9368, -4.51211, -14.533, 0, 0, 0, 0, 0, 0, 0, 0
43.5, -3.12778e-35, -3.12778e-35, -1.7289e-65, -1.7289e-65, -1.27779e-05, -1.27779e-05, -8.17354e-21, -8.17354e-21, 12.2446, 12.2446, 11.0854, 11.0854, -1.74071, -1.74071, 5.88596, 3.70321, -11.9372, 10.9967, -14.7196, -4.58802, -0.373449, -0.373449, 3.92749, 3.92749, 9.96885, 9.96885, 3.70321, 5.88596, 10.9967, -11.9372, -4.58802, -14.7196, 0, 0, 0, 0, 0, 0, 0, 0
44, -1.77876e-35, -1.77876e-35, -8.0599e-66, -8.0599e-66, -1.59198e-05, -1.59198e-05, -1.24497e-20, -1.24497e-20, 12.2959, 12.2959, 11.1146, 11.1146, -1.94786, -1.94786, 6.09675, 3.54669, -11.9349, 10.9329, -14.8931, -4.65913, -0.434724, -0.434724, 4.11737, 4.11737, 9.73173, 9.73173, 3.54669, 6.09675, 10.9329, -11.9349, -4.65913, -14.8931, 0, 0, 0, 0, 0, 0, 0, 0
44.5, -1.00958e-35, -1.00958e-35, -3.75001e-66, -3.75001e-66, -1.97954e-05, -1.97954e-05, -1.89265e-20, -1.89265e-20, 12.3356, 12.3356, 11.1384, 11.1384, -2.14579, -2.14579, 6.29963, 3.38821, -11.9305, 10.8518, -15.0535, -4.72574, -0.49704, -0.49704, 4.30696, 4.30696, 9.48717, 9.48717, 3.38821, 6.29963, 10.8518, -11.9305, -4.72574, -15.0535, 0, 0, 0, 0, 0, 0, 0, 0
45, -5.71878e-36, -5.71878e-36, -1.74131e-66, -1.74131e-66, -2.45663e-05, -2.45663e-05, -2.87178e-20, -2.87178e-20, 12.3635, 12.3635, 11.1568, 11.1568, -2.33405, -2.33405, 6.4944, 3.2282, -11.9242, 10.7539, -15.2008, -4.78809, -0.55988, -0.55988, 4.49576, 4.49576, 9.23559, 9.23559, 3.2282, 6.4944, 10.7539, -11.9242, -4.78809, -15.2008, 0, 0, 0, 0, 0, 0, 0, 0
45.5, -3.23302e-36, -3.23302e-36, -8.06979e-67, -8.06979e-67, -3.04275e-05, -3.04275e-05, -4.34908e-20, -4.34908e-20, 12.3791, 12.3791, 11.1697, 11.1697, -2.51226, -2.51226, 6.68091, 3.06705, -11.9163, 10.6395, -15.3352, -4.84647, -0.622729, -0.622729, 4.68326, 4.68326, 8.97743, 8.97743, 3.06705, 6.68091, 10.6395, -11.9163, -4.84647, -15.3352, 0, 0, 0, 0, 0, 0, 0, 0
46, -1.82413e-36, -1.82413e-36, -3.73241e-67, -3.73241e-67, -3.76134e-05, -3.76134e-05, -6.5737e-20, -6.5737e-20, 12.3821, 12.3821, 11.177, 11.177, -2.68009, -2.68009, 6.85905, 2.90517, -11.9072, 10.509, -15.4566, -4.90112, -0.685083, -0.685083, 4.86896, 4.86896, 8.71313, 8.71313, 2.90517, 6.85905, 10.509, -11.9072, -4.90112, -15.4566, 0, 0, 0, 0, 0, 0, 0, 0
46.5, -1.02717e-36, -1.02717e-36, -1.72289e-67, -1.72289e-67, -4.64055e-05, -4.64055e-05, -9.91721e-20, -9.91721e-20, 12.3725, 12.3725, 11.1787, 11.1787, -2.83721, -2.83721, 7.02875, 2.74294, -11.8971, 10.3629, -15.5652, -4.95228, -0.746446, -0.746446, 5.05234, 5.05234, 8.44315, 8.44315, 2.74294, 7.02875, 10.3629, -11.8971, -4.95228, -15.5652, 0, 0, 0, 0, 0, 0, 0, 0
47, -5.7726e-37, -5.7726e-37, -7.93721e-68, -7.93721e-68, -5.71408e-05, -5.71408e-05, -1.49326e-19, -1.49326e-19, 12.3498, 12.3498, 11.1745, 11.1745, -2.98339, -2.98339, 7.18995, 2.58075, -11.8863, 10.2016, -15.6611, -5.00021, -0.806343, -0.806343, 5.2329, 5.2329, 8.16797, 8.16797, 2.58075, 7.18995, 10.2016, -11.8863, -5.00021, -15.6611, 0, 0, 0, 0, 0, 0, 0, 0
47.5, -3.23774e-37, -3.23774e-37, -3.64938e-68, -3.64938e-68, -7.0222e-05, -7.0222e-05, -2.24415e-19, -2.24415e-19, 12.314, 12.314, 11.1644, 11.1644, -3.1184, -3.1184, 7.34266, 2.41894, -11.8751, 10.0258, -15.7446, -5.04511, -0.864316, -0.864316, 5.41015, 5.41015, 7.88806, 7.88806, 2.41894, 7.34266, 10.0258, -11.8751, -5.04511, -15.7446, 0, 0, 0, 0, 0, 0, 0, 0
48, -1.8124e-37, -1.8124e-37, -1.6746e-68, -1.6746e-68, -8.61293e-05, -8.61293e-05, -3.36615e-19, -3.36615e-19, 12.2649, 12.2649, 11.1483, 11.1483, -3.2421, -3.2421, 7.4869, 2.25789, -11.8636, 9.83597, -15.8158, -5.08721, -0.919933, -0.919933, 5.5836, 5.5836, 7.6039, 7.6039, 2.25789, 7.4869, 9.83597, -11.8636, -5.08721, -15.8158, 0, 0, 0, 0, 0, 0, 0, 0
48.5, -1.01252e-37, -1.01252e-37, -7.66913e-69, -7.66913e-69, -0.000105434, -0.000105434, -5.03946e-19, -5.03946e-19, 12.2024, 12.2024, 11.1259, 11.1259, -3.35436, -3.35436, 7.6227, 2.09792, -11.8522, 9.63279, -15.875, -5.12669, -0.972789, -0.972789, 5.75277, 5.75277, 7.31597, 7.31597, 2.09792, 7.6227, 9.63279, -11.8522, -5.12669, -15.875, 0, 0, 0, 0, 0, 0, 0, 0
49, -5.64546e-38, -5.64546e-38, -3.50527e-69, -3.50527e-69, -0.000128813, -0.000128813, -7.53013e-19, -7.53013e-19, 12.1264, 12.1264, 11.0971, 11.0971, -3.45514, -3.45514, 7.75015, 1.93937, -11.8409, 9.41693, -15.9226, -5.16374, -1.02251, -1.02251, 5.91722, 5.91722, 7.02476, 7.02476, 1.93937, 7.75015, 9.41693, -11.8409, -5.16374, -15.9226, 0, 0, 0, 0, 0, 0, 0, 0
49.5, -3.14148e-38, -3.14148e-38, -1.59896e-69, -1.59896e-69, -0.000157069, -0.000157069, -1.12303e-18, -1.12303e-18, 12.0371, 12.0371, 11.0617, 11.0617, -3.54443, -3.54443, 7.86934, 1.78255, -11.8299, 9.18906, -15.9587, -5.19853, -1.06876, -1.06876, 6.07652, 6.07652, 6.73075, 6.73075, 1.78255, 7.86934, 9.18906, -11.8299, -5.19853, -15.9587, 0, 0, 0, 0, 0, 0, 0, 0
50, -1.74465e-38, -1.74465e-38, -7.2794e-70, -7.2794e-70, -0.000191148, -0.000191148, -1.67165e-18, -1.67165e-18, 11.9344, 11.9344, 11.0196, 11.0196, -3.62229, -3.62229, 7.98037, 1.62777, -11.8192, 8.94989, -15.9837, -5.23121, -1.11123, -1.11123, 6.23025, 6.23025, 6.43442, 6.43442, 1.62777, 7.98037, 8.94989, -11.8192, -5.23121, -15.9837, 0, 0, 0, 0, 0, 0, 0, 0
50.5, -9.67e-39, -9.67e-39, -3.30746e-70, -3.30746e-70, -0.000232168, -0.000232168, -2.48354e-18, -2.48354e-18, 11.8184, 11.8184, 10.9706, 10.9706, -3.68881, -3.68881, 8.08337, 1.47532, -11.8091, 8.70017, -15.998, -5.26191, -1.14967, -1.14967, 6.37803, 6.37803, 6.13623, 6.13623, 1.47532, 8.08337, 8.70017, -11.8091, -5.26191, -15.998, 0, 0, 0, 0, 0, 0, 0, 0
51, -5.34914e-39, -5.34914e-39, -1.4998e-70, -1.4998e-70, -0.00028144, -0.00028144, -3.6827e-18, -3.6827e-18, 11.6894, 11.6894, 10.9145, 10.9145, -3.74417, -3.74417, 8.17846, 1.3255, -11.7995, 8.44063, -16.002, -5.29077, -1.18385, -1.18385, 6.5195, 6.5195, 5.83667, 5.83667, 1.3255, 8.17846, 8.44063, -11.7995, -5.29077, -16.002, 0, 0, 0, 0, 0, 0, 0, 0
51.5, -2.95313e-39, -2.95313e-39, -6.78758e-71, -6.78758e-71, -0.000340503, -0.000340503, -5.45043e-18, -5.45043e-18, 11.5475, 11.5475, 10.8512, 10.8512, -3.78857, -3.78857, 8.26579, 1.17856, -11.7903, 8.17204, -15.9961, -5.31789, -1.21359, -1.21359, 6.65435, 6.65435, 5.5362, 5.5362, 1.17856, 8.26579, 8.17204, -11.7903, -5.31789, -15.9961, 0, 0, 0, 0, 0, 0, 0, 0
52, -1.62713e-39, -1.62713e-39, -3.06575e-71, -3.06575e-71, -0.000411157, -0.000411157, -8.05128e-18, -8.05128e-18, 11.3931, 11.3931, 10.7806, 10.7806, -3.82229, -3.82229, 8.34548, 1.03479, -11.7817, 7.89519, -15.9807, -5.34337, -1.23877, -1.23877, 6.78227, 6.78227, 5.23525, 5.23525, 1.03479, 8.34548, 7.89519, -11.7817, -5.34337, -15.9807, 0, 0, 0, 0, 0, 0, 0, 0
52.5, -8.94753e-40, -8.94753e-40, -1.38197e-71, -1.38197e-71, -0.000495503, -0.000495503, -1.18705e-17, -1.18705e-17, 11.2264, 11.2264, 10.7024, 10.7024, -3.84564, -3.84564, 8.41768, 0.894433, -11.7734, 7.61084, -15.9563, -5.3673, -1.25929, -1.25929, 6.903, 6.903, 4.93429, 4.93429, 0.894433, 8.41768, 7.61084, -11.7734, -5.3673, -15.9563, 0, 0, 0, 0, 0, 0, 0, 0
53, -4.91049e-40, -4.91049e-40, -6.21732e-72, -6.21732e-72, -0.000595986, -0.000595986, -1.7468e-17, -1.7468e-17, 11.0478, 11.0478, 10.6167, 10.6167, -3.85901, -3.85901, 8.48251, 0.757731, -11.7654, 7.3198, -15.9233, -5.38974, -1.27513, -1.27513, 7.01632, 7.01632, 4.63374, 4.63374, 0.757731, 8.48251, 7.3198, -11.7654, -5.38974, -15.9233, 0, 0, 0, 0, 0, 0, 0, 0
53.5, -2.6896e-40, -2.6896e-40, -2.79156e-72, -2.79156e-72, -0.000715448, -0.000715448, -2.56561e-17, -2.56561e-17, 10.8579, 10.8579, 10.5233, 10.5233, -3.86281, -3.86281, 8.5401, 0.624922, -11.7574, 7.02284, -15.8822, -5.41077, -1.28627, -1.28627, 7.12204, 7.12204, 4.33401, 4.33401, 0.624922, 8.5401, 7.02284, -11.7574, -5.41077, -15.8822, 0, 0, 0, 0, 0, 0, 0, 0
54, -1.47025e-40, -1.47025e-40, -1.25093e-72, -1.25093e-72, -0.00085718, -0.00085718, -3.76103e-17, -3.76103e-17, 10.657, 10.657, 10.4221, 10.4221, -3.85752, -3.85752, 8.59058, 0.496234, -11.7494, 6.72075, -15.8336, -5.43044, -1.29279, -1.29279, 7.21999, 7.21999, 4.03551, 4.03551, 0.496234, 8.59058, 6.72075, -11.7494, -5.43044, -15.8336, 0, 0, 0, 0, 0, 0, 0, 0
54.5, -8.02112e-41, -8.02112e-41, -5.59447e-73, -5.59447e-73, -0.00102499, -0.00102499, -5.50294e-17, -5.50294e-17, 10.4458, 10.4458, 10.3132, 10.3132, -3.84365, -3.84365, 8.63403, 0.371884, -11.7411, 6.41431, -15.7779, -5.4488, -1.29476, -1.29476, 7.31006, 7.31006, 3.73863, 3.73863, 0.371884, 8.63403, 6.41431, -11.7411, -5.4488, -15.7779, 0, 0, 0, 0, 0, 0, 0, 0
55, -4.36737e-41, -4.36737e-41, -2.49704e-73, -2.49704e-73, -0.00122326, -0.00122326, -8.03627e-17, -8.03627e-17, 10.2248, 10.2248, 10.1965, 10.1965, -3.82177, -3.82177, 8.67056, 0.252083, -11.7321, 6.10429, -15.7158, -5.4659, -1.29234, -1.29234, 7.39216, 7.39216, 3.44376, 3.44376, 0.252083, 8.67056, 6.10429, -11.7321, -5.4659, -15.7158, 0, 0, 0, 0, 0, 0, 0, 0
55.5, -2.37326e-41, -2.37326e-41, -1.11233e-73, -1.11233e-73, -0.00145703, -0.00145703, -1.17135e-16, -1.17135e-16, 9.99465, 9.99465, 10.0721, 10.0721, -3.79248, -3.79248, 8.70024, 0.137032, -11.7223, 5.79146, -15.6476, -5.48179, -1.28571, -1.28571, 7.46623, 7.46623, 3.15123, 3.15123, 0.137032, 8.70024, 5.79146, -11.7223, -5.48179, -15.6476, 0, 0, 0, 0, 0, 0, 0, 0
56, -1.2871e-41, -1.2871e-41, -4.94517e-74, -4.94517e-74, -0.0017321, -0.0017321, -1.70408e-16, -1.70408e-16, 9.75612, 9.75612, 9.94, 9.94, -3.75643, -3.75643, 8.72313, 0.0269262, -11.7112, 5.47655, -15.574, -5.4965, -1.27508, -1.27508, 7.53226, 7.53226, 2.86141, 2.86141, 0.0269262, 8.72313, 5.47655, -11.7112, -5.4965, -15.574, 0, 0, 0, 0, 0, 0, 0, 0
56.5, -6.96657e-42, -6.96657e-42, -2.19417e-74, -2.19417e-74, -0.00205509, -0.00205509, -2.47438e-16, -2.47438e-16, 9.50989, 9.50989, 9.80042, 9.80042, -3.71428, -3.71428, 8.73929, -0.0780475, -11.6985, 5.16029, -15.4955, -5.51007, -1.26073, -1.26073, 7.59026, 7.59026, 2.57462, 2.57462, -0.0780475, 8.73929, 5.16029, -11.6985, -5.51007, -15.4955, 0, 0, 0, 0, 0, 0, 0, 0
57, -3.76328e-42, -3.76328e-42, -9.71628e-75, -9.71628e-75, -0.00243355, -0.00243355, -3.58604e-16, -3.58604e-16, 9.25676, 9.25676, 9.65349, 9.65349, -3.66675, -3.66675, 8.74874, -0.177709, -11.6838, 4.84339, -15.4127, -5.52256, -1.24294, -1.24294, 7.64027, 7.64027, 2.29117, 2.29117, -0.177709, 8.74874, 4.84339, -11.6838, -5.52256, -15.4127, 0, 0, 0, 0, 0, 0, 0, 0
57.5, -2.02888e-42, -2.02888e-42, -4.29408e-75, -4.29408e-75, -0.0028761, -0.0028761, -5.18724e-16, -5.18724e-16, 8.99753, 8.99753, 9.49941, 9.49941, -3.61456, -3.61456, 8.7515, -0.271887, -11.6666, 4.52655, -15.3261, -5.53401, -1.22205, -1.22205, 7.68238, 7.68238, 2.01136, 2.01136, -0.271887, 8.7515, 4.52655, -11.6666, -5.53401, -15.3261, 0, 0, 0, 0, 0, 0, 0, 0
58, -1.09165e-42, -1.09165e-42, -1.894e-75, -1.894e-75, -0.00339251, -0.00339251, -7.48913e-16, -7.48913e-16, 8.73306, 8.73306, 9.33843, 9.33843, -3.55848, -3.55848, 8.74759, -0.360414, -11.6466, 4.21041, -15.2364, -5.54447, -1.19841, -1.19841, 7.71669, 7.71669, 1.73546, 1.73546, -0.360414, 8.74759, 4.21041, -11.6466, -5.54447, -15.2364, 0, 0, 0, 0, 0, 0, 0, 0
58.5, -5.86211e-43, -5.86211e-43, -8.33742e-76, -8.33742e-76, -0.00399385, -0.00399385, -1.0792e-15, -1.0792e-15, 8.46421, 8.46421, 9.17085, 9.17085, -3.49929, -3.49929, 8.73699, -0.443132, -11.6232, 3.89562, -15.1439, -5.55402, -1.17242, -1.17242, 7.74333, 7.74333, 1.46373, 1.46373, -0.443132, 8.73699, 3.89562, -11.6232, -5.55402, -15.1439, 0, 0, 0, 0, 0, 0, 0, 0
59, -3.1417e-43, -3.1417e-43, -3.66289e-76, -3.66289e-76, -0.00469263, -0.00469263, -1.55218e-15, -1.55218e-15, 8.1919, 8.1919, 8.99701, 8.99701, -3.43776, -3.43776, 8.71969, -0.519889, -11.5961, 3.58279, -15.0494, -5.5627, -1.14447, -1.14447, 7.76245, 7.76245, 1.19643, 1.19643, -0.519889, 8.71969, 3.58279, -11.5961, -5.5627, -15.0494, 0, 0, 0, 0, 0, 0, 0, 0
59.5, -1.68041e-43, -1.68041e-43, -1.60604e-76, -1.60604e-76, -0.00550294, -0.00550294, -2.22822e-15, -2.22822e-15, 7.91704, 7.91704, 8.81729, 8.81729, -3.3747, -3.3747, 8.69567, -0.590541, -11.5646, 3.27248, -14.9533, -5.57062, -1.115, -1.115, 7.77424, 7.77424, 0.933769, 0.933769, -0.590541, 8.69567, 3.27248, -11.5646, -5.57062, -14.9533, 0, 0, 0, 0, 0, 0, 0, 0
60, -8.9703e-44, -8.9703e-44, -7.02793e-77, -7.02793e-77, -0.00644063, -0.00644063, -3.19263e-15, -3.19263e-15, 7.64058, 7.64058, 8.63213, 8.63213, -3.31091, -3.31091, 8.66491, -0.654949, -11.5283, 2.96526, -14.8561, -5.57785, -1.08445, -1.08445, 7.77889, 7.77889, 0.67597, 0.67597, -0.654949, 8.66491, 2.96526, -11.5283, -5.57785, -14.8561, 0, 0, 0, 0, 0, 0, 0, 0
60.5, -4.77902e-44, -4.77902e-44, -3.06931e-77, -3.06931e-77, -0.00752343, -0.00752343, -4.56577e-15, -4.56577e-15, 7.36347, 7.36347, 8.44198, 8.44198, -3.2472, -3.2472, 8.62739, -0.712984, -11.4868, 2.66161, -14.7585, -5.5845, -1.05328, -1.05328, 7.77663, 7.77663, 0.423226, 0.423226, -0.712984, 8.62739, 2.66161, -11.4868, -5.5845, -14.7585, 0, 0, 0, 0, 0, 0, 0, 0
61, -2.54104e-44, -2.54104e-44, -1.33781e-77, -1.33781e-77, -0.00877119, -0.00877119, -6.51709e-15, -6.51709e-15, 7.08667, 7.08667, 8.24736, 8.24736, -3.18438, -3.18438, 8.58306, -0.764524, -11.4395, 2.36203, -14.6609, -5.59068, -1.02196, -1.02196, 7.76769, 7.76769, 0.175713, 0.175713, -0.764524, 8.58306, 2.36203, -11.4395, -5.59068, -14.6609, 0, 0, 0, 0, 0, 0, 0, 0
61.5, -1.34842e-44, -1.34842e-44, -5.81952e-78, -5.81952e-78, -0.010206, -0.010206, -9.28472e-15, -9.28472e-15, 6.81115, 6.81115, 8.04882, 8.04882, -3.12323, -3.12323, 8.53193, -0.809454, -11.3859, 2.06695, -14.5637, -5.59652, -0.990957, -0.990957, 7.75231, 7.75231, -0.0664039, -0.0664039, -0.809454, 8.53193, 2.06695, -11.3859, -5.59652, -14.5637, 0, 0, 0, 0, 0, 0, 0, 0
62, -7.14131e-45, -7.14131e-45, -2.52651e-78, -2.52651e-78, -0.0118525, -0.0118525, -1.32026e-14, -1.32026e-14, 6.53787, 6.53787, 7.84691, 7.84691, -3.06454, -3.06454, 8.47397, -0.84767, -11.3255, 1.77677, -14.4676, -5.60217, -0.960755, -0.960755, 7.73077, 7.73077, -0.302981, -0.302981, -0.84767, 8.47397, 1.77677, -11.3255, -5.60217, -14.4676, 0, 0, 0, 0, 0, 0, 0, 0
62.5, -3.77461e-45, -3.77461e-45, -1.0947e-78, -1.0947e-78, -0.0137378, -0.0137378, -1.87381e-14, -1.87381e-14, 6.26779, 6.26779, 7.64225, 7.64225, -3.00906, -3.00906, 8.40919, -0.879077, -11.258, 1.49186, -14.3729, -5.60777, -0.931827, -0.931827, 7.70334, 7.70334, -0.533887, -0.533887, -0.879077, 8.40919, 1.49186, -11.258, -5.60777, -14.3729, 0, 0, 0, 0, 0, 0, 0, 0
63, -1.99116e-45, -1.99116e-45, -4.73378e-79, -4.73378e-79, -0.0158922, -0.0158922, -2.6544e-14, -2.6544e-14, 6.00186, 6.00186, 7.43547, 7.43547, -2.95754, -2.95754, 8.3376, -0.903589, -11.1828, 1.21256, -14.28, -5.61349, -0.904648, -0.904648, 7.6703, 7.6703, -0.759008, -0.759008, -0.903589, 8.3376, 1.21256, -11.1828, -5.61349, -14.28, 0, 0, 0, 0, 0, 0, 0, 0
63.5, -1.04829e-45, -1.04829e-45, -2.04297e-79, -2.04297e-79, -0.0183486, -0.0183486, -3.75306e-14, -3.75306e-14, 5.74099, 5.74099, 7.2272, 7.2272, -2.91069, -2.91069, 8.25924, -0.921132, -11.0995, 0.93914, -14.1895, -5.61952, -0.879684, -0.879684, 7.63194, 7.63194, -0.978248, -0.978248, -0.921132, 8.25924, 0.93914, -11.0995, -5.61952, -14.1895, 0, 0, 0, 0, 0, 0, 0, 0
64, -5.50802e-46, -5.50802e-46, -8.79947e-80, -8.79947e-80, -0.0211437, -0.0211437, -5.29639e-14, -5.29639e-14, 5.4861, 5.4861, 7.01811, 7.01811, -2.86919, -2.86919, 8.17417, -0.931644, -11.0076, 0.671867, -14.1017, -5.62605, -0.857394, -0.857394, 7.58856, 7.58856, -1.19152, -1.19152, -0.931644, 8.17417, 0.671867, -11.0076, -5.62605, -14.1017, 0, 0, 0, 0, 0, 0, 0, 0
64.5, -2.88836e-46, -2.88836e-46, -3.78261e-80, -3.78261e-80, -0.0243173, -0.0243173, -7.4602e-14, -7.4602e-14, 5.23807, 5.23807, 6.80886, 6.80886, -2.8337, -2.8337, 8.08247, -0.935078, -10.9069, 0.410954, -14.0169, -5.63328, -0.838226, -0.838226, 7.54046, 7.54046, -1.39877, -1.39877, -0.935078, 8.08247, 0.410954, -10.9069, -5.63328, -14.0169, 0, 0, 0, 0, 0, 0, 0, 0
65, -1.51163e-46, -1.51163e-46, -1.6228e-80, -1.6228e-80, -0.0279129, -0.0279129, -1.04881e-13, -1.04881e-13, 4.99775, 4.99775, 6.60013, 6.60013, -2.80481, -2.80481, 7.98424, -0.931399, -10.797, 0.156584, -13.9356, -5.64142, -0.822612, -0.822612, 7.48795, 7.48795, -1.59994, -1.59994, -0.931399, 7.98424, 0.156584, -10.797, -5.64142, -13.9356, 0, 0, 0, 0, 0, 0, 0, 0
65.5, -7.89554e-47, -7.89554e-47, -6.94832e-81, -6.94832e-81, -0.0319782, -0.0319782, -1.47172e-13, -1.47172e-13, 4.76594, 4.76594, 6.39258, 6.39258, -2.78311, -2.78311, 7.87963, -0.920589, -10.6775, -0.0910959, -13.858, -5.65071, -0.81097, -0.81097, 7.43132, 7.43132, -1.795, -1.795, -0.920589, 7.87963, -0.0910959, -10.6775, -5.65071, -13.858, 0, 0, 0, 0, 0, 0, 0, 0
66, -4.11584e-47, -4.11584e-47, -2.96917e-81, -2.96917e-81, -0.0365646, -0.0365646, -2.06123e-13, -2.06123e-13, 4.54341, 4.54341, 6.18686, 6.18686, -2.76911, -2.76911, 7.76879, -0.902644, -10.5482, -0.331972, -13.7844, -5.66136, -0.803699, -0.803699, 7.3709, 7.3709, -1.98393, -1.98393, -0.902644, 7.76879, -0.331972, -10.5482, -5.66136, -13.7844, 0, 0, 0, 0, 0, 0, 0, 0
66.5, -2.14128e-47, -2.14128e-47, -1.26628e-81, -1.26628e-81, -0.0417277, -0.0417277, -2.88142e-13, -2.88142e-13, 4.33088, 4.33088, 5.98362, 5.98362, -2.76328, -2.76328, 7.65192, -0.877582, -10.4089, -0.565963, -13.7151, -5.67362, -0.801177, -0.801177, 7.30698, 7.30698, -2.16674, -2.16674, -0.877582, 7.65192, -0.565963, -10.4089, -5.67362, -13.7151, 0, 0, 0, 0, 0, 0, 0, 0
67, -1.11181e-47, -1.11181e-47, -5.38968e-82, -5.38968e-82, -0.0475278, -0.0475278, -4.02036e-13, -4.02036e-13, 4.12903, 4.12903, 5.78347, 5.78347, -2.76607, -2.76607, 7.52927, -0.845438, -10.2592, -0.793013, -13.6503, -5.68773, -0.803762, -0.803762, 7.23988, 7.23988, -2.34343, -2.34343, -0.845438, 7.52927, -0.793013, -10.2592, -5.68773, -13.6503, 0, 0, 0, 0, 0, 0, 0, 0
67.5, -5.76139e-48, -5.76139e-48, -2.28948e-82, -2.28948e-82, -0.0540294, -0.0540294, -5.59889e-13, -5.59889e-13, 3.93847, 3.93847, 5.587, 5.587, -2.77783, -2.77783, 7.40109, -0.806268, -10.0991, -1.0131, -13.5902, -5.70391, -0.811788, -0.811788, 7.16989, 7.16989, -2.51406, -2.51406, -0.806268, 7.40109, -1.0131, -10.0991, -5.70391, -13.5902, 0, 0, 0, 0, 0, 0, 0, 0
68, -2.97964e-48, -2.97964e-48, -9.70625e-83, -9.70625e-83, -0.0613015, -0.0613015, -7.78245e-13, -7.78245e-13, 3.75974, 3.75974, 5.39476, 5.39476, -2.79889, -2.79889, 7.26767, -0.760149, -9.92837, -1.22622, -13.535, -5.72242, -0.825563, -0.825563, 7.09732, 7.09732, -2.67866, -2.67866, -0.760149, 7.26767, -1.22622, -9.92837, -5.72242, -13.535, 0, 0, 0, 0, 0, 0, 0, 0
68.5, -1.53795e-48, -1.53795e-48, -4.10682e-83, -4.10682e-83, -0.069418, -0.069418, -1.07972e-12, -1.07972e-12, 3.59335, 3.59335, 5.20727, 5.20727, -2.82951, -2.82951, 7.12936, -0.707183, -9.74701, -1.43238, -13.4848, -5.74349, -0.845369, -0.845369, 7.02247, 7.02247, -2.8373, -2.8373, -0.707183, 7.12936, -1.43238, -9.74701, -5.74349, -13.4848, 0, 0, 0, 0, 0, 0, 0, 0
69, -7.92243e-49, -7.92243e-49, -1.7342e-83, -1.7342e-83, -0.0784572, -0.0784572, -1.49514e-12, -1.49514e-12, 3.43971, 3.43971, 5.02497, 5.02497, -2.8699, -2.8699, 6.9865, -0.647494, -9.55494, -1.63165, -13.4397, -5.76734, -0.871459, -0.871459, 6.94563, 6.94563, -2.99008, -2.99008, -0.647494, 6.9865, -1.63165, -9.55494, -5.76734, -13.4397, 0, 0, 0, 0, 0, 0, 0, 0
69.5, -4.07301e-49, -4.07301e-49, -7.30858e-84, -7.30858e-84, -0.0885023, -0.0885023, -2.0665e-12, -2.0665e-12, 3.29918, 3.29918, 4.84829, 4.84829, -2.92021, -2.92021, 6.83948, -0.581232, -9.35218, -1.82406, -13.3997, -5.7942, -0.904061, -0.904061, 6.8671, 6.8671, -3.13708, -3.13708, -0.581232, 6.83948, -1.82406, -9.35218, -5.7942, -13.3997, 0, 0, 0, 0, 0, 0, 0, 0
70, -2.08984e-49, -2.08984e-49, -3.07402e-84, -3.07402e-84, -0.0996409, -0.0996409, -2.85079e-12, -2.85079e-12, 3.17202, 3.17202, 4.67757, 4.67757, -2.98053, -2.98053, 6.68873, -0.508574, -9.13876, -2.00968, -13.3649, -5.82426, -0.943368, -0.943368, 6.78715, 6.78715, -3.27844, -3.27844, -0.508574, 6.68873, -2.00968, -9.13876, -5.82426, -13.3649, 0, 0, 0, 0, 0, 0, 0, 0
70.5, -1.07016e-49, -1.07016e-49, -1.29038e-84, -1.29038e-84, -0.111965, -0.111965, -3.92533e-12, -3.92533e-12, 3.05845, 3.05845, 4.5131, 4.5131, -3.05089, -3.05089, 6.53468, -0.429721, -8.91478, -2.1886, -13.3353, -5.85773, -0.989544, -0.989544, 6.70608, 6.70608, -3.41429, -3.41429, -0.429721, 6.53468, -2.1886, -8.91478, -5.85773, -13.3353, 0, 0, 0, 0, 0, 0, 0, 0
