position, SAT_01, SAT_02, SAT_03, SAT_04, SAT_103, SAT_104, SAT_105, SAT_106, SAT_201, SAT_202, SAT_203, SAT_204, SAT_205, SAT_206, SAT_207, SAT_208, SAT_209, SAT_210, SAT_211, SAT_212, SAT_213, SAT_214, SAT_215, SAT_216, SAT_217, SAT_218, SAT_219, SAT_220, SAT_221, SAT_222, SAT_223, SAT_224, SAT_300, SAT_301, SAT_302, SAT_303, SAT_400, SAT_401, SAT_402, SAT_403
-275, -0.108245, -0.108245, 0.823382, 0.823382, 0, 0, 0, 0, -2.48594, -2.48594, 6.85979, 6.85979, 3.21443, 3.21443, 5.2576, 4.27636, 2.03537, -7.06581, -0.796051, -11.4356, -6.17628, -6.17628, -7.63124, -7.63124, -2.95803, -2.95803, 4.27636, 5.2576, -7.06581, 2.03537, -11.4356, -0.796051, 0, 0, 0, 0, 0, 0, 0, 0
-274.5, -0.0990491, -0.0990491, 0.821298, 0.821298, -3.06684e-240, -3.06684e-240, -1.89485e-310, -1.89485e-310, -2.47706, -2.47706, 6.76494, 6.76494, 3.16249, 3.16249, 5.03775, 3.88971, 1.86435, -6.88303, -0.852677, -11.167, -5.88182, -5.88182, -7.23657, -7.23657, -2.98736, -2.98736, 3.88971, 5.03775, -6.88303, 1.86435, -11.167, -0.852677, 0, 0, 0, 0, 0, 0, 0, 0
-274, -0.0906938, -0.0906938, 0.819392, 0.819392, -1.3828e-239, -1.3828e-239, -1.02934e-309, -1.02934e-309, -2.46899, -2.46899, 6.67878, 6.67878, 3.11547, 3.11547, 4.83855, 3.53931, 1.7094, -6.71762, -0.90419, -10.9231, -5.61477, -5.61477, -6.87907, -6.87907, -3.01357, -3.01357, 3.53931, 4.83855, -6.71762, 1.7094, -10.9231, -0.90419, 0, 0, 0, 0, 0, 0, 0, 0
-273.5, -0.0823065, -0.0823065, 0.817453, 0.817453, -6.07278e-239, -6.07278e-239, -5.5151e-309, -5.5151e-309, -2.4609, -2.4609, 6.59229, 6.59229, 3.06859, 3.06859, 4.6396, 3.18929, 1.55467, -6.55281, -0.956023, -10.6787, -5.34761, -5.34761, -6.5223, -6.5223, -3.03907, -3.03907, 3.18929, 4.6396, -6.55281, 1.55467, -10.6787, -0.956023, 0, 0, 0, 0, 0, 0, 0, 0
-273, -0.0739177, -0.0739177, 0.815477, 0.815477, -2.65805e-238, -2.65805e-238, -2.94767e-308, -2.94767e-308, -2.45282, -2.45282, 6.50582, 6.50582, 3.02217, 3.02217, 4.44215, 2.84175, 1.40114, -6.3898, -1.00804, -10.435, -5.08178, -5.08178, -6.16854, -6.16854, -3.06338, -3.06338, 2.84175, 4.44215, -6.3898, 1.40114, -10.435, -1.00804, 0, 0, 0, 0, 0, 0, 0, 0
-272.5, -0.0655251, -0.0655251, 0.813452, 0.813452, -1.16103e-237, -1.16103e-237, -1.57228e-307, -1.57228e-307, -2.44475, -2.44475, 6.41934, 6.41934, 2.97636, 2.97636, 4.24662, 2.4974, 1.24915, -6.22912, -1.0603, -10.192, -4.81764, -4.81764, -5.81868, -5.81868, -3.08611, -3.08611, 2.4974, 4.24662, -6.22912, 1.24915, -10.192, -1.0603, 0, 0, 0, 0, 0, 0, 0, 0
-272, -0.0571272, -0.0571272, 0.811365, 0.811365, -5.06121e-237, -5.06121e-237, -8.36975e-307, -8.36975e-307, -2.4367, -2.4367, 6.33286, 6.33286, 2.93128, 2.93128, 4.05346, 2.15699, 1.09907, -6.0713, -1.11285, -9.95005, -4.5556, -4.5556, -5.47364, -5.47364, -3.10692, -3.10692, 2.15699, 4.05346, -6.0713, 1.09907, -9.95005, -1.11285, 0, 0, 0, 0, 0, 0, 0, 0
-271.5, -0.0487223, -0.0487223, 0.809203, 0.809203, -2.20191e-236, -2.20191e-236, -4.4466e-306, -4.4466e-306, -2.42867, -2.42867, 6.2464, 6.2464, 2.88706, 2.88706, 3.86312, 1.82124, 0.951269, -5.91686, -1.16571, -9.70924, -4.29607, -4.29607, -5.13426, -5.13426, -3.12545, -3.12545, 1.82124, 3.86312, -5.91686, 0.951269, -9.70924, -1.16571, 0, 0, 0, 0, 0, 0, 0, 0
-271, -0.0403079, -0.0403079, 0.806954, 0.806954, -9.56043e-236, -9.56043e-236, -2.35763e-305, -2.35763e-305, -2.42068, -2.42068, 6.15997, 6.15997, 2.84382, 2.84382, 3.67602, 1.49085, 0.806095, -5.76629, -1.21893, -9.46979, -4.03943, -4.03943, -4.8014, -4.8014, -3.14137, -3.14137, 1.49085, 3.67602, -5.76629, 0.806095, -9.46979, -1.21893, 0, 0, 0, 0, 0, 0, 0, 0
-270.5, -0.0318813, -0.0318813, 0.804605, 0.804605, -4.14276e-235, -4.14276e-235, -1.24754e-304, -1.24754e-304, -2.41272, -2.41272, 6.07357, 6.07357, 2.80167, 2.80167, 3.49257, 1.16647, 0.663899, -5.62005, -1.2725, -9.23189, -3.78609, -3.78609, -4.47585, -4.47585, -3.15437, -3.15437, 1.16647, 3.49257, -5.62005, 0.663899, -9.23189, -1.2725, 0, 0, 0, 0, 0, 0, 0, 0
-270, -0.0234393, -0.0234393, 0.802144, 0.802144, -1.79158e-234, -1.79158e-234, -6.58819e-304, -6.58819e-304, -2.40482, -2.40482, 5.98725, 5.98725, 2.76071, 2.76071, 3.31315, 0.848742, 0.525019, -5.47858, -1.32643, -8.99575, -3.53641, -3.53641, -4.15834, -4.15834, -3.16414, -3.16414, 0.848742, 3.31315, -5.47858, 0.525019, -8.99575, -1.32643, 0, 0, 0, 0, 0, 0, 0, 0
-269.5, -0.0149779, -0.0149779, 0.799556, 0.799556, -7.73241e-234, -7.73241e-234, -3.47224e-303, -3.47224e-303, -2.39698, -2.39698, 5.90102, 5.90102, 2.72101, 2.72101, 3.13816, 0.538249, 0.389782, -5.34228, -1.38069, -8.76154, -3.29077, -3.29077, -3.84957, -3.84957, -3.17041, -3.17041, 0.538249, 3.13816, -5.34228, 0.389782, -8.76154, -1.38069, 0, 0, 0, 0, 0, 0, 0, 0
-269, -0.00649251, -0.00649251, 0.796829, 0.796829, -3.33064e-233, -3.33064e-233, -1.82636e-302, -1.82636e-302, -2.38922, -2.38922, 5.81492, 5.81492, 2.68266, 2.68266, 2.96793, 0.235545, 0.258505, -5.2115, -1.43526, -8.52947, -3.04952, -3.04952, -3.55018, -3.55018, -3.17294, -3.17294, 0.235545, 2.96793, -5.2115, 0.258505, -8.52947, -1.43526, 0, 0, 0, 0, 0, 0, 0, 0
-268.5, 0.0020221, 0.0020221, 0.793948, 0.793948, -1.43178e-232, -1.43178e-232, -9.58726e-302, -9.58726e-302, -2.38156, -2.38156, 5.72899, 5.72899, 2.64571, 2.64571, 2.80278, -0.0588617, 0.131487, -5.08658, -1.49009, -8.29974, -2.81303, -2.81303, -3.26074, -3.26074, -3.17151, -3.17151, -0.0588617, 2.80278, -5.08658, 0.131487, -8.29974, -1.49009, 0, 0, 0, 0, 0, 0, 0, 0
-268, 0.0105719, 0.0105719, 0.7909, 0.7909, -6.14264e-232, -6.14264e-232, -5.02267e-301, -5.02267e-301, -2.37403, -2.37403, 5.64328, 5.64328, 2.61021, 2.61021, 2.64304, -0.344508, 0.00901626, -4.9678, -1.54511, -8.07252, -2.58161, -2.58161, -2.98178, -2.98178, -3.1659, -3.1659, -0.344508, 2.64304, -4.9678, 0.00901626, -8.07252, -1.54511, 0, 0, 0, 0, 0, 0, 0, 0
-267.5, 0.0191637, 0.0191637, 0.78767, 0.78767, -2.63008e-231, -2.63008e-231, -2.62608e-300, -2.62608e-300, -2.36663, -2.36663, 5.55784, 5.55784, 2.57618, 2.57618, 2.48896, -0.620976, -0.108639, -4.8554, -1.60024, -7.84802, -2.3556, -2.3556, -2.71374, -2.71374, -3.15596, -3.15596, -0.620976, 2.48896, -4.8554, -0.108639, -7.84802, -1.60024, 0, 0, 0, 0, 0, 0, 0, 0
-267, 0.0278051, 0.0278051, 0.784245, 0.784245, -1.12387e-230, -1.12387e-230, -1.37029e-299, -1.37029e-299, -2.35941, -2.35941, 5.47273, 5.47273, 2.54365, 2.54365, 2.34079, -0.887896, -0.221228, -4.74958, -1.65539, -7.62643, -2.13531, -2.13531, -2.45702, -2.45702, -3.14154, -3.14154, -0.887896, 2.34079, -4.74958, -0.221228, -7.62643, -1.65539, 0, 0, 0, 0, 0, 0, 0, 0
-266.5, 0.0365043, 0.0365043, 0.780608, 0.780608, -4.79291e-230, -4.79291e-230, -7.13593e-299, -7.13593e-299, -2.35238, -2.35238, 5.38801, 5.38801, 2.51261, 2.51261, 2.19876, -1.14495, -0.328518, -4.65049, -1.71044, -7.40793, -1.92102, -1.92102, -2.21194, -2.21194, -3.12253, -3.12253, -1.14495, 2.19876, -4.65049, -0.328518, -7.40793, -1.71044, 0, 0, 0, 0, 0, 0, 0, 0
-266, 0.0452708, 0.0452708, 0.776746, 0.776746, -2.03993e-229, -2.03993e-229, -3.70869e-298, -3.70869e-298, -2.34559, -2.34559, 5.30376, 5.30376, 2.48306, 2.48306, 2.06305, -1.39185, -0.4303, -4.55825, -1.76527, -7.19271, -1.71301, -1.71301, -1.97875, -1.97875, -3.09884, -3.09884, -1.39185, 2.06305, -4.55825, -0.4303, -7.19271, -1.76527, 0, 0, 0, 0, 0, 0, 0, 0
-265.5, 0.0541145, 0.0541145, 0.772643, 0.772643, -8.6649e-229, -8.6649e-229, -1.92363e-297, -1.92363e-297, -2.33905, -2.33905, 5.22005, 5.22005, 2.45497, 2.45497, 1.93383, -1.62839, -0.526387, -4.47293, -1.81974, -6.98097, -1.51154, -1.51154, -1.75764, -1.75764, -3.07044, -3.07044, -1.62839, 1.93383, -4.47293, -0.526387, -6.98097, -1.81974, 0, 0, 0, 0, 0, 0, 0, 0
-265, 0.0630464, 0.0630464, 0.768283, 0.768283, -3.67321e-228, -3.67321e-228, -9.95765e-297, -9.95765e-297, -2.33281, -2.33281, 5.13696, 5.13696, 2.4283, 2.4283, 1.81122, -1.85439, -0.616617, -4.39454, -1.87369, -6.77287, -1.31685, -1.31685, -1.54873, -1.54873, -3.03729, -3.03729, -1.85439, 1.81122, -4.39454, -0.616617, -6.77287, -1.87369, 0, 0, 0, 0, 0, 0, 0, 0
-264.5, 0.0720784, 0.0720784, 0.763651, 0.763651, -1.55404e-227, -1.55404e-227, -5.14427e-296, -5.14427e-296, -2.32691, -2.32691, 5.05458, 5.05458, 2.403, 2.403, 1.69532, -2.06972, -0.700852, -4.32307, -1.92695, -6.56861, -1.12915, -1.12915, -1.35208, -1.35208, -2.9994, -2.9994, -2.06972, 1.69532, -4.32307, -0.700852, -6.56861, -1.92695, 0, 0, 0, 0, 0, 0, 0, 0
-264, 0.0812234, 0.0812234, 0.75873, 0.75873, -6.56165e-227, -6.56165e-227, -2.6523e-295, -2.6523e-295, -2.32138, -2.32138, 4.97301, 4.97301, 2.37901, 2.37901, 1.58619, -2.27429, -0.778981, -4.25845, -1.97935, -6.36834, -0.948648, -0.948648, -1.16769, -1.16769, -2.95682, -2.95682, -2.27429, 1.58619, -4.25845, -0.778981, -6.36834, -1.97935, 0, 0, 0, 0, 0, 0, 0, 0
-263.5, 0.0904949, 0.0904949, 0.753504, 0.753504, -2.76502e-226, -2.76502e-226, -1.36475e-294, -1.36475e-294, -2.31627, -2.31627, 4.89233, 4.89233, 2.35625, 2.35625, 1.48388, -2.46807, -0.850924, -4.20059, -2.03071, -6.17225, -0.775509, -0.775509, -0.995498, -0.995498, -2.90961, -2.90961, -2.46807, 1.48388, -4.20059, -0.850924, -6.17225, -2.03071, 0, 0, 0, 0, 0, 0, 0, 0
-263, 0.0999075, 0.0999075, 0.747957, 0.747957, -1.16283e-225, -1.16283e-225, -7.00839e-294, -7.00839e-294, -2.31163, -2.31163, 4.81265, 4.81265, 2.33464, 2.33464, 1.38838, -2.65107, -0.916626, -4.14934, -2.08083, -5.98048, -0.609889, -0.609889, -0.83537, -0.83537, -2.85788, -2.85788, -2.65107, 1.38838, -4.14934, -0.916626, -5.98048, -2.08083, 0, 0, 0, 0, 0, 0, 0, 0
-262.5, 0.109477, 0.109477, 0.742073, 0.742073, -4.88054e-225, -4.88054e-225, -3.59182e-293, -3.59182e-293, -2.30749, -2.30749, 4.73406, 4.73406, 2.31409, 2.31409, 1.29968, -2.82334, -0.976064, -4.10452, -2.12953, -5.79321, -0.451917, -0.451917, -0.687131, -0.687131, -2.80174, -2.80174, -2.82334, 1.29968, -4.10452, -0.976064, -5.79321, -2.12953, 0, 0, 0, 0, 0, 0, 0, 0
-262, 0.119219, 0.119219, 0.735833, 0.735833, -2.04434e-224, -2.04434e-224, -1.83715e-292, -1.83715e-292, -2.30391, -2.30391, 4.65667, 4.65667, 2.29449, 2.29449, 1.21772, -2.98496, -1.02925, -4.06592, -2.1766, -5.61058, -0.301698, -0.301698, -0.550553, -0.550553, -2.74134, -2.74134, -2.98496, 1.21772, -4.06592, -1.02925, -5.61058, -2.1766, 0, 0, 0, 0, 0, 0, 0, 0
-261.5, 0.129152, 0.129152, 0.729221, 0.729221, -8.54621e-224, -8.54621e-224, -9.37789e-292, -9.37789e-292, -2.30093, -2.30093, 4.58058, 4.58058, 2.27574, 2.27574, 1.14241, -3.13606, -1.07621, -4.0333, -2.22184, -5.43273, -0.15931, -0.15931, -0.425357, -0.425357, -2.67688, -2.67688, -3.13606, 1.14241, -4.0333, -1.07621, -5.43273, -2.22184, 0, 0, 0, 0, 0, 0, 0, 0
-261, 0.139293, 0.139293, 0.722219, 0.722219, -3.56555e-223, -3.56555e-223, -4.77748e-291, -4.77748e-291, -2.29862, -2.29862, 4.50589, 4.50589, 2.25771, 2.25771, 1.07366, -3.2768, -1.11702, -4.00637, -2.26507, -5.25979, -0.0248079, -0.0248079, -0.311222, -0.311222, -2.60854, -2.60854, -3.2768, 1.07366, -4.00637, -1.11702, -5.25979, -2.26507, 0, 0, 0, 0, 0, 0, 0, 0
-260.5, 0.149661, 0.149661, 0.71481, 0.71481, -1.48462e-222, -1.48462e-222, -2.42899e-290, -2.42899e-290, -2.29701, -2.29701, 4.43272, 4.43272, 2.2403, 2.2403, 1.01133, -3.40736, -1.15179, -3.98483, -2.3061, -5.09189, 0.101782, 0.101782, -0.207787, -0.207787, -2.53655, -2.53655, -3.40736, 1.01133, -3.98483, -1.15179, -5.09189, -2.3061, 0, 0, 0, 0, 0, 0, 0, 0
-260, 0.160277, 0.160277, 0.706975, 0.706975, -6.16931e-222, -6.16931e-222, -1.23249e-289, -1.23249e-289, -2.29617, -2.29617, 4.36116, 4.36116, 2.22338, 2.22338, 0.955262, -3.52798, -1.18063, -3.96835, -2.34474, -4.92914, 0.220459, 0.220459, -0.114654, -0.114654, -2.46115, -2.46115, -3.52798, 0.955262, -3.96835, -1.18063, -4.92914, -2.34474, 0, 0, 0, 0, 0, 0, 0, 0
-259.5, 0.171162, 0.171162, 0.698698, 0.698698, -2.55854e-221, -2.55854e-221, -6.2413e-289, -6.2413e-289, -2.29614, -2.29614, 4.29131, 4.29131, 2.20683, 2.20683, 0.905283, -3.6389, -1.20372, -3.95659, -2.38081, -4.77164, 0.331249, 0.331249, -0.0313979, -0.0313979, -2.38261, -2.38261, -3.6389, 0.905283, -3.95659, -1.20372, -4.77164, -2.38081, 0, 0, 0, 0, 0, 0, 0, 0
-259, 0.182336, 0.182336, 0.689959, 0.689959, -1.05896e-220, -1.05896e-220, -3.15427e-288, -3.15427e-288, -2.29698, -2.29698, 4.22328, 4.22328, 2.19051, 2.19051, 0.861196, -3.74038, -1.22124, -3.94918, -2.41415, -4.61949, 0.434203, 0.434203, 0.0424358, 0.0424358, -2.3012, -2.3012, -3.74038, 0.861196, -3.94918, -1.22124, -4.61949, -2.41415, 0, 0, 0, 0, 0, 0, 0, 0
-258.5, 0.193823, 0.193823, 0.68074, 0.68074, -4.37426e-220, -4.37426e-220, -1.59094e-287, -1.59094e-287, -2.29876, -2.29876, 4.15716, 4.15716, 2.17431, 2.17431, 0.82279, -3.83273, -1.23342, -3.94574, -2.44462, -4.47276, 0.529403, 0.529403, 0.107322, 0.107322, -2.21722, -2.21722, -3.83273, 0.82279, -3.94574, -1.23342, -4.47276, -2.44462, 0, 0, 0, 0, 0, 0, 0, 0
-258, 0.205646, 0.205646, 0.671023, 0.671023, -1.80328e-219, -1.80328e-219, -8.00837e-287, -8.00837e-287, -2.30151, -2.30151, 4.09305, 4.09305, 2.1581, 2.1581, 0.789837, -3.91626, -1.24049, -3.94587, -2.47208, -4.33153, 0.616952, 0.616952, 0.163752, 0.163752, -2.13099, -2.13099, -3.91626, 0.789837, -3.94587, -1.24049, -4.33153, -2.47208, 0, 0, 0, 0, 0, 0, 0, 0
-257.5, 0.217828, 0.217828, 0.660788, 0.660788, -7.41915e-219, -7.41915e-219, -4.02314e-286, -4.02314e-286, -2.3053, -2.3053, 4.03103, 4.03103, 2.14175, 2.14175, 0.762099, -3.99128, -1.24273, -3.94918, -2.49641, -4.19585, 0.696983, 0.696983, 0.212232, 0.212232, -2.04281, -2.04281, -3.99128, 0.762099, -3.94918, -1.24273, -4.19585, -2.49641, 0, 0, 0, 0, 0, 0, 0, 0
-257, 0.230396, 0.230396, 0.650018, 0.650018, -3.04635e-218, -3.04635e-218, -2.01706e-285, -2.01706e-285, -2.31019, -2.31019, 3.9712, 3.9712, 2.12514, 2.12514, 0.739326, -4.05815, -1.24044, -3.95525, -2.5175, -4.06576, 0.769654, 0.769654, 0.253273, 0.253273, -1.95302, -1.95302, -4.05815, 0.739326, -3.95525, -1.24044, -4.06576, -2.5175, 0, 0, 0, 0, 0, 0, 0, 0
-256.5, 0.243375, 0.243375, 0.638691, 0.638691, -1.24836e-217, -1.24836e-217, -1.00927e-284, -1.00927e-284, -2.31622, -2.31622, 3.91363, 3.91363, 2.10817, 2.10817, 0.721262, -4.11721, -1.23393, -3.96369, -2.53529, -3.94128, 0.835147, 0.835147, 0.287394, 0.287394, -1.86195, -1.86195, -4.11721, 0.721262, -3.96369, -1.23393, -3.94128, -2.53529, 0, 0, 0, 0, 0, 0, 0, 0
-256, 0.256792, 0.256792, 0.62679, 0.62679, -5.10544e-217, -5.10544e-217, -5.03994e-284, -5.03994e-284, -2.32345, -2.32345, 3.8584, 3.8584, 2.09071, 2.09071, 0.707647, -4.16882, -1.22353, -3.97408, -2.54971, -3.82244, 0.893667, 0.893667, 0.315109, 0.315109, -1.76995, -1.76995, -4.16882, 0.707647, -3.97408, -1.22353, -3.82244, -2.54971, 0, 0, 0, 0, 0, 0, 0, 0
-255.5, 0.270673, 0.270673, 0.614295, 0.614295, -2.08382e-216, -2.08382e-216, -2.51175e-283, -2.51175e-283, -2.33195, -2.33195, 3.80558, 3.80558, 2.07266, 2.07266, 0.698218, -4.21334, -1.20961, -3.98602, -2.56071, -3.70923, 0.945444, 0.945444, 0.336934, 0.336934, -1.67735, -1.67735, -4.21334, 0.698218, -3.98602, -1.20961, -3.70923, -2.56071, 0, 0, 0, 0, 0, 0, 0, 0
-255, 0.285047, 0.285047, 0.601186, 0.601186, -8.48834e-216, -8.48834e-216, -1.24929e-282, -1.24929e-282, -2.34175, -2.34175, 3.75524, 3.75524, 2.05392, 2.05392, 0.692714, -4.25116, -1.19252, -3.99912, -2.56829, -3.60164, 0.990728, 0.990728, 0.353371, 0.353371, -1.5845, -1.5845, -4.25116, 0.692714, -3.99912, -1.19252, -3.60164, -2.56829, 0, 0, 0, 0, 0, 0, 0, 0
-254.5, 0.299942, 0.299942, 0.587442, 0.587442, -3.45079e-215, -3.45079e-215, -6.20125e-282, -6.20125e-282, -2.35291, -2.35291, 3.70743, 3.70743, 2.0344, 2.0344, 0.690873, -4.28263, -1.17265, -4.013, -2.57245, -3.49963, 1.02979, 1.02979, 0.364917, 0.364917, -1.49175, -1.49175, -4.28263, 0.690873, -4.013, -1.17265, -3.49963, -2.57245, 0, 0, 0, 0, 0, 0, 0, 0
-254, 0.315388, 0.315388, 0.573045, 0.573045, -1.40007e-214, -1.40007e-214, -3.07205e-281, -3.07205e-281, -2.36549, -2.36549, 3.6622, 3.6622, 2.01402, 2.01402, 0.692443, -4.30813, -1.15038, -4.02728, -2.57322, -3.40317, 1.06292, 1.06292, 0.372052, 0.372052, -1.39944, -1.39944, -4.30813, 0.692443, -4.02728, -1.15038, -3.40317, -2.57322, 0, 0, 0, 0, 0, 0, 0, 0
-253.5, 0.331415, 0.331415, 0.557973, 0.557973, -5.66909e-214, -5.66909e-214, -1.51884e-280, -1.51884e-280, -2.37954, -2.37954, 3.61961, 3.61961, 1.99268, 1.99268, 0.697176, -4.32804, -1.1261, -4.04161, -2.57064, -3.3122, 1.09042, 1.09042, 0.375238, 0.375238, -1.3079, -1.3079, -4.32804, 0.697176, -4.04161, -1.1261, -3.3122, -2.57064, 0, 0, 0, 0, 0, 0, 0, 0
-253, 0.348053, 0.348053, 0.542207, 0.542207, -2.29093e-213, -2.29093e-213, -7.49422e-280, -7.49422e-280, -2.3951, -2.3951, 3.57968, 3.57968, 1.97033, 1.97033, 0.704833, -4.34272, -1.10021, -4.05564, -2.5648, -3.22664, 1.11261, 1.11261, 0.374921, 0.374921, -1.21747, -1.21747, -4.34272, 0.704833, -4.05564, -1.10021, -3.22664, -2.5648, 0, 0, 0, 0, 0, 0, 0, 0
-252.5, 0.365333, 0.365333, 0.525725, 0.525725, -9.23943e-213, -9.23943e-213, -3.69041e-279, -3.69041e-279, -2.41222, -2.41222, 3.54246, 3.54246, 1.94689, 1.94689, 0.715188, -4.35254, -1.07311, -4.06907, -2.55577, -3.14641, 1.12983, 1.12983, 0.371523, 0.371523, -1.12847, -1.12847, -4.35254, 0.715188, -4.06907, -1.07311, -3.14641, -2.55577, 0, 0, 0, 0, 0, 0, 0, 0
-252, 0.383286, 0.383286, 0.508509, 0.508509, -3.71888e-212, -3.71888e-212, -1.81366e-278, -1.81366e-278, -2.43094, -2.43094, 3.50796, 3.50796, 1.92232, 1.92232, 0.728024, -4.35786, -1.04518, -4.08158, -2.54368, -3.07142, 1.14242, 1.14242, 0.365444, 0.365444, -1.04121, -1.04121, -4.35786, 0.728024, -4.08158, -1.04518, -3.07142, -2.54368, 0, 0, 0, 0, 0, 0, 0, 0
-251.5, 0.401945, 0.401945, 0.490536, 0.490536, -1.49387e-211, -1.49387e-211, -8.89547e-278, -8.89547e-278, -2.45132, -2.45132, 3.4762, 3.4762, 1.89657, 1.89657, 0.743141, -4.35904, -1.0168, -4.09291, -2.52866, -3.00153, 1.15073, 1.15073, 0.357058, 0.357058, -0.956012, -0.956012, -4.35904, 0.743141, -4.09291, -1.0168, -3.00153, -2.52866, 0, 0, 0, 0, 0, 0, 0, 0
-251, 0.421341, 0.421341, 0.471786, 0.471786, -5.98892e-211, -5.98892e-211, -4.35427e-277, -4.35427e-277, -2.47338, -2.47338, 3.4472, 3.4472, 1.8696, 1.8696, 0.760352, -4.35643, -0.988355, -4.10281, -2.51085, -2.93664, 1.15512, 1.15512, 0.346715, 0.346715, -0.873158, -0.873158, -4.35643, 0.760352, -4.10281, -0.988355, -2.93664, -2.51085, 0, 0, 0, 0, 0, 0, 0, 0
-250.5, 0.441506, 0.441506, 0.452239, 0.452239, -2.39618e-210, -2.39618e-210, -2.12713e-276, -2.12713e-276, -2.49718, -2.49718, 3.42095, 3.42095, 1.84139, 1.84139, 0.779486, -4.35037, -0.960202, -4.11104, -2.49042, -2.8766, 1.15594, 1.15594, 0.334734, 0.334734, -0.792931, -0.792931, -4.35037, 0.779486, -4.11104, -0.960202, -2.8766, -2.49042, 0, 0, 0, 0, 0, 0, 0, 0
-250, 0.462473, 0.462473, 0.431873, 0.431873, -9.56803e-210, -9.56803e-210, -1.03707e-275, -1.03707e-275, -2.52274, -2.52274, 3.39745, 3.39745, 1.81192, 1.81192, 0.800387, -4.34119, -0.932686, -4.11741, -2.46755, -2.82125, 1.15357, 1.15357, 0.321409, 0.321409, -0.7156, -0.7156, -4.34119, 0.800387, -4.11741, -0.932686, -2.82125, -2.46755, 0, 0, 0, 0, 0, 0, 0, 0
-249.5, 0.484274, 0.484274, 0.410669, 0.410669, -3.81295e-209, -3.81295e-209, -5.04604e-275, -5.04604e-275, -2.5501, -2.5501, 3.37669, 3.37669, 1.78117, 1.78117, 0.822918, -4.32923, -0.906136, -4.12175, -2.44242, -2.77045, 1.14835, 1.14835, 0.307004, 0.307004, -0.641418, -0.641418, -4.32923, 0.822918, -4.12175, -0.906136, -2.77045, -2.44242, 0, 0, 0, 0, 0, 0, 0, 0
-249, 0.506941, 0.506941, 0.388606, 0.388606, -1.51647e-208, -1.51647e-208, -2.45035e-274, -2.45035e-274, -2.57929, -2.57929, 3.35865, 3.35865, 1.74915, 1.74915, 0.846953, -4.3148, -0.88086, -4.12391, -2.41525, -2.72401, 1.14065, 1.14065, 0.291756, 0.291756, -0.570622, -0.570622, -4.3148, 0.846953, -4.12391, -0.88086, -2.72401, -2.41525, 0, 0, 0, 0, 0, 0, 0, 0
-248.5, 0.530506, 0.530506, 0.365662, 0.365662, -6.01923e-208, -6.01923e-208, -1.18751e-273, -1.18751e-273, -2.61034, -2.61034, 3.3433, 3.3433, 1.71587, 1.71587, 0.872387, -4.29821, -0.857144, -4.12377, -2.38623, -2.68176, 1.13081, 1.13081, 0.275872, 0.275872, -0.503433, -0.503433, -4.29821, 0.872387, -4.12377, -0.857144, -2.68176, -2.38623, 0, 0, 0, 0, 0, 0, 0, 0
-248, 0.555002, 0.555002, 0.341819, 0.341819, -2.38442e-207, -2.38442e-207, -5.74358e-273, -5.74358e-273, -2.64328, -2.64328, 3.33061, 3.33061, 1.68134, 1.68134, 0.899127, -4.27977, -0.835251, -4.12125, -2.35558, -2.64349, 1.11916, 1.11916, 0.25953, 0.25953, -0.440056, -0.440056, -4.27977, 0.899127, -4.12125, -0.835251, -2.64349, -2.35558, 0, 0, 0, 0, 0, 0, 0, 0
-247.5, 0.580459, 0.580459, 0.317057, 0.317057, -9.42666e-207, -9.42666e-207, -2.77242e-272, -2.77242e-272, -2.67812, -2.67812, 3.32053, 3.32053, 1.64559, 1.64559, 0.927095, -4.25977, -0.815416, -4.11629, -2.32351, -2.60903, 1.10604, 1.10604, 0.242882, 0.242882, -0.380675, -0.380675, -4.25977, 0.927095, -4.11629, -0.815416, -2.60903, -2.32351, 0, 0, 0, 0, 0, 0, 0, 0
-247, 0.606909, 0.606909, 0.291354, 0.291354, -3.71936e-206, -3.71936e-206, -1.33557e-271, -1.33557e-271, -2.71488, -2.71488, 3.31303, 3.31303, 1.60866, 1.60866, 0.956226, -4.2385, -0.797849, -4.10885, -2.29025, -2.57815, 1.09176, 1.09176, 0.226051, 0.226051, -0.325461, -0.325461, -4.2385, 0.956226, -4.10885, -0.797849, -2.57815, -2.29025, 0, 0, 0, 0, 0, 0, 0, 0
-246.5, 0.634381, 0.634381, 0.264693, 0.264693, -1.46458e-205, -1.46458e-205, -6.4211e-271, -6.4211e-271, -2.75358, -2.75358, 3.30803, 3.30803, 1.57059, 1.57059, 0.986466, -4.21622, -0.782733, -4.09892, -2.256, -2.55065, 1.0766, 1.0766, 0.209135, 0.209135, -0.274561, -0.274561, -4.21622, 0.986466, -4.09892, -0.782733, -2.55065, -2.256, 0, 0, 0, 0, 0, 0, 0, 0
-246, 0.662906, 0.662906, 0.237053, 0.237053, -5.75561e-205, -5.75561e-205, -3.08095e-270, -3.08095e-270, -2.79422, -2.79422, 3.30547, 3.30547, 1.53144, 1.53144, 1.01777, -4.19321, -0.770219, -4.08652, -2.22099, -2.52631, 1.06085, 1.06085, 0.192206, 0.192206, -0.228107, -0.228107, -4.19321, 1.01777, -4.08652, -0.770219, -2.52631, -2.22099, 0, 0, 0, 0, 0, 0, 0, 0
