position,bga_03,bga_04,bga_05,bga_06,bga_07,bga_08,bga_09,bga_10,bga_11,bga_12,bga_13,bga_14,bga_15,bga_16,bga_00
0,-0.32,-0.32,1.87851,1.87851,-1.08201,-1.08201,0.10527,0.10527,-1.0269,-1.0269,2.39992,2.39992,3.56312,3.56312,0
