position,BGA_05,BGA_06,BGA_07,BGA_08,BGA_09,BGA_10,BGA_11,BGA_12,BGA_13,BGA_14,BGA_15,BGA_16,BGA_17,BGA_18,BGA_19,BGA_20,BGA_21,BGA_22,BGA_23,BGA_24,BGA_25,BGA_26,BGA_27,BGA_28,BGA_29,BGA_30,BGA_00
198.8,0.0187,0.0181,0.1309,0.1306,0.5564,0.5573,0.7623,0.7595,-2.2669,-2.2677,1.6514,1.6546,-2.1838,-2.1834,0.5828,0.5775,1.0906,1.0887,0.5597,0.5611,0.3195,0.3206,0.1624,0.1633,0.0933,0.0938,0
200.8,0.0118,0.012,0.1285,0.1278,0.5632,0.5628,0.8319,0.8283,-2.3746,-2.3756,1.7034,1.7075,-2.2871,-2.2854,0.6462,0.6363,1.1444,1.1434,0.5926,0.5937,0.3336,0.3349,0.1724,0.1728,0.0991,0.0991,0
202.9,0.0072,0.0078,0.1255,0.1254,0.5801,0.577,0.9225,0.922,-2.5374,-2.5391,1.7947,1.7973,-2.4437,-2.4409,0.7253,0.7149,1.2229,1.2242,0.6448,0.6443,0.354,0.355,0.1857,0.1858,0.107,0.1062,0
204.9,0.0068,0.0068,0.1236,0.1235,0.6075,0.6042,1.0408,1.0428,-2.7658,-2.7677,1.9294,1.9306,-2.6624,-2.6611,0.8244,0.8198,1.3315,1.3327,0.7188,0.7183,0.3833,0.3834,0.204,0.2039,0.1177,0.1171,0
207,0.0102,0.0098,0.1221,0.1222,0.6469,0.6457,1.1921,1.1933,-3.0666,-3.0665,2.1103,2.1094,-2.9508,-2.95,0.9498,0.9503,1.4744,1.4724,0.8191,0.8195,0.4215,0.4211,0.2272,0.2272,0.1311,0.1307,0
209.1,0.0169,0.0162,0.1208,0.1203,0.6978,0.6989,1.3778,1.376,-3.4375,-3.4364,2.3335,2.3335,-3.3065,-3.3073,1.1032,1.106,1.6511,1.6471,0.9471,0.9467,0.4686,0.4681,0.2549,0.255,0.1468,0.1464,0
211.1,0.026,0.0253,0.1204,0.118,0.7584,0.7644,1.5906,1.5866,-3.8624,-3.8637,2.5871,2.5916,-3.7158,-3.7195,1.2825,1.2841,1.8534,1.8508,1.097,1.0952,0.5246,0.5223,0.287,0.286,0.1645,0.1646,0
213.2,0.0386,0.0371,0.1198,0.1163,0.8326,0.8408,1.8179,1.814,-4.3204,-4.321,2.8592,2.8622,-4.1596,-4.1608,1.4788,1.4763,2.0737,2.0731,1.2611,1.2607,0.5869,0.5823,0.3215,0.3195,0.1839,0.1844,0
215.2,0.0543,0.0501,0.1159,0.1157,0.9103,0.9168,2.055,2.0461,-4.7861,-4.7815,3.1304,3.1304,-4.6093,-4.6086,1.6806,1.6771,2.2997,2.3013,1.4319,1.4347,0.6486,0.6451,0.3542,0.3566,0.2023,0.2059,0
217.3,0.0671,0.0636,0.1114,0.1137,0.9821,0.988,2.2901,2.2774,-5.2334,-5.2271,3.3842,3.385,-5.0406,-5.0432,1.8806,1.8832,2.5196,2.5188,1.5992,1.6022,0.7089,0.7074,0.3884,0.3925,0.2204,0.2274,0
219.3,0.0789,0.0791,0.1102,0.1105,1.0491,1.0553,2.5041,2.496,-5.6333,-5.6334,3.604,3.6096,-5.4307,-5.4366,2.0701,2.075,2.7237,2.7178,1.7541,1.7538,0.7674,0.7671,0.4249,0.4218,0.2406,0.2452,0
221.3,0.0922,0.0942,0.1099,0.1099,1.1014,1.1097,2.6884,2.6871,-5.9638,-5.9704,3.778,3.7862,-5.7566,-5.7609,2.2387,2.2361,2.8986,2.8947,1.8883,1.8864,0.8154,0.8142,0.4518,0.4469,0.2577,0.2579,0
223.4,0.1047,0.1062,0.1083,0.1081,1.1411,1.1474,2.8319,2.8358,-6.2053,-6.21,3.896,3.8982,-5.9944,-5.9935,2.3692,2.3648,3.0322,3.0308,1.9916,1.9916,0.8498,0.8458,0.4668,0.4669,0.2683,0.2673,0
225.4,0.1164,0.1159,0.1049,0.1039,1.1653,1.1675,2.9233,2.9254,-6.3303,-6.3309,3.9379,3.9369,-6.1148,-6.1141,2.4486,2.4496,3.1104,3.1093,2.0564,2.0573,0.87,0.8669,0.4764,0.4779,0.2742,0.2742,0
227.5,0.1236,0.1223,0.0999,0.1003,1.1626,1.1612,2.9477,2.9518,-6.3131,-6.3152,3.8914,3.8913,-6.0972,-6.0971,2.4726,2.4733,3.1177,3.1179,2.0731,2.0731,0.871,0.8703,0.4784,0.4792,0.2749,0.2748,0
229.6,0.1264,0.1259,0.0929,0.0968,1.1282,1.1325,2.8929,2.9058,-6.1418,-6.1448,3.7564,3.7508,-5.9351,-5.9317,2.4375,2.441,3.0426,3.0476,2.0359,2.0342,0.8479,0.8458,0.4691,0.4679,0.2653,0.2668,0
231.6,0.1271,0.1264,0.0892,0.0853,1.0679,1.0782,2.761,2.7798,-5.8153,-5.8196,3.5275,3.5186,-5.6255,-5.6187,2.3392,2.3399,2.8922,2.9028,1.9456,1.9488,0.8074,0.7998,0.448,0.4472,0.2367,0.2512,0
233.7,0.1223,0.1248,0.0791,0.0577,0.9768,0.9834,2.5892,2.583,-5.379,-5.3548,3.2261,3.2013,-5.1848,-5.1735,2.1684,2.1797,2.6783,2.6969,1.8085,1.8209,0.7602,0.7441,0.412,0.4107,0.199,0.2248,0
235.7,0.1077,0.124,0.0597,0.0394,0.8606,0.8688,2.3619,2.3283,-4.8195,-4.7834,2.8414,2.8227,-4.6276,-4.6304,1.9483,1.9852,2.427,2.4226,1.6325,1.6346,0.6881,0.6535,0.3624,0.355,0.1733,0.2002,0
237.8,0.0892,0.1101,0.0579,0.0487,0.7576,0.7548,2.0697,2.0167,-4.1147,-4.1439,2.331,2.4069,-3.9479,-4.0165,1.7101,1.7384,2.1411,2.076,1.4247,1.418,0.5931,0.5434,0.3118,0.2953,0.1572,0.1812,0
239.8,0.0662,0.0692,0.0614,0.0559,0.6244,0.6389,1.7888,1.6641,-3.3453,-3.4042,1.708,1.8754,-3.151,-3.3233,1.4263,1.5106,1.7748,1.6798,1.1349,1.1936,0.5068,0.4642,0.2694,0.2429,0.1506,0.1495,0
241.8,0.0403,0.0282,0.0522,0.0489,0.4542,0.5255,1.5019,1.3395,-2.5336,-2.5694,0.9774,1.147,-2.2965,-2.5252,1.127,1.321,1.3705,1.2775,0.7848,0.9322,0.4162,0.3845,0.2236,0.2002,0.1441,0.1151,0
243.9,0.0311,0.0195,0.0478,0.0462,0.3355,0.413,1.1938,1.0752,-1.7188,-1.7418,0.1799,0.3011,-1.4859,-1.6702,0.8948,1.0805,0.9972,0.9235,0.5176,0.6582,0.304,0.2807,0.1643,0.1514,0.113,0.0846,0
245.9,0.0355,0.0297,0.05,0.0492,0.2598,0.2986,0.8932,0.8339,-0.9322,-0.9437,-0.6246,-0.5639,-0.7207,-0.8129,0.7073,0.8001,0.6415,0.6047,0.3256,0.3959,0.1843,0.1726,0.0989,0.0925,0.0658,0.0516,0
248,0.0399,0.0399,0.0522,0.0522,0.1841,0.1841,0.5927,0.5927,-0.1456,-0.1456,-1.429,-1.429,0.0445,0.0445,0.5198,0.5198,0.2858,0.2858,0.1335,0.1335,0.0646,0.0646,0.0336,0.0336,0.0186,0.0186,0
