position,bga_05,bga_06,bga_07,bga_08,bga_09,bga_10,bga_11,bga_12,bga_13,bga_14,bga_15,bga_16,bga_17,bga_18,bga_19,bga_20,bga_21,bga_22,bga_23,bga_24,bga_25,bga_26,bga_27,bga_28,bga_29,bga_30,bga_31,bga_32,bga_33,bga_34,bga_35,bga_36,bga_37,bga_38,bga_39,bga_40,bga_41,bga_42,bga_43,bga_44,bga_45,bga_46,bga_47,bga_48,bga_49,bga_50,bga_00
106,0,0,0.271464,0.271467,0.503675,0.503692,-0.955586,-0.955586,0.588733,0.58875,0.464734,0.464741,0.234332,0.234334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.12,0,0,0.218644,0.218689,0.626214,0.626237,-0.976577,-0.976594,0.453905,0.4539,0.476878,0.476832,0.262929,0.262949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.25,0,0,0.20405,0.206651,0.738856,0.744401,-0.995992,-0.995638,0.306067,0.304718,0.508267,0.494213,0.294702,0.287785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.38,0,0,0.213491,0.213459,0.863438,0.863433,-1.020614,-1.020613,0.157721,0.157734,0.523829,0.523788,0.318152,0.31816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126.5,0,0,0.248554,0.248527,0.979069,0.979022,-1.038976,-1.038986,-0.017855,-0.017833,0.568357,0.568332,0.354773,0.354777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131.62,0,0,0.293968,0.294554,1.080222,1.082075,-1.038576,-1.040226,-0.189245,-0.18673,0.592077,0.593018,0.379334,0.380517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136.75,0,0,0.339759,0.339749,1.166391,1.166324,-1.02062,-1.020641,-0.363263,-0.363174,0.614338,0.61431,0.402301,0.40231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141.88,0,0,0.376816,0.376817,1.226879,1.226826,-0.978737,-0.978734,-0.540166,-0.540164,0.629928,0.629877,0.425955,0.425926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0.395867,0.395859,1.255791,1.255735,-0.910484,-0.9105,-0.716286,-0.716292,0.639466,0.639416,0.451238,0.451219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152.12,0,0,0.387271,0.387312,1.238979,1.23901,-0.809558,-0.809553,-0.886388,-0.88679,0.634068,0.634865,0.474624,0.474713,0.025876,0.026831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
