position,SYM_03,SYM_04,SYM_05,SYM_06,SYM_07,SYM_08,SYM_09,SYM_10,SYM_11,SYM_12,SYM_13,SYM_14,SYM_15,SYM_16,SYM_17,SYM_18,SYM_19,SYM_20,SYM_21,SYM_22,SYM_23,SYM_24,SYM_25,SYM_26,SYM_27,SYM_28,SYM_29,SYM_30,SYM_31,SYM_32,SYM_33,SYM_34,SYM_35,SYM_36,SYM_37,SYM_38,SYM_39,SYM_40,SYM_41,SYM_42,SYM_43,SYM_44,SYM_45,SYM_46
-600,0.5274,-0.4673,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281
600,0.5274,-0.4673,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281,0.4794,-0.5281
